skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7
Excel,Finance,Power BI,Research,Security,Tableau,N/A
Data management,Excel,SQL,N/A,N/A,N/A,N/A
Agile,AWS,Azure,Big Data,Consulting,Data warehouse,DB2
Data analysis,Excel,Power BI,Python,R,Research,SQL
Computer Science,Engineering,Excel,KPIs,Node.js,Power BI,SQL
Agile,Airflow,AWS,Azure,Computer Science,Data analysis,Databricks
Biology,Consulting,Data Analytics,Data quality,Genetics,PhD,Python
Agile,Architecture,AWS,Azure,Big Data,CI/CD,Computer Science
APIs,Architecture,AWS,Azure,Business Intelligence,Computer Science,Consulting
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
Agile,APIs,BERT,Computer Vision,Deep Learning,Engineering,FinTech
Agile,Autoregressive models,AWS,Azure,Bayesian,BERT,Biochemistry
A/B testing,Data analysis,Data warehouse,Data Warehousing,Engineering,Kafka,Kubernetes
Agile,Banking,Consulting,Consulting firm,FinTech,Hadoop,Machine Learning
CX,DataOps,Linux,Machine Learning,Research,Security,XML
Causal inference,E-commerce,Engineering,Genetics,Machine Learning,ML models,Python
AWS,Azure,Big Data,Computer Science,Consulting,Data management,Engineering
BigQuery,Data warehouse,Engineering,Finance,Looker,Machine Learning,N/A
AWS,Azure,Big Data,BigQuery,Computer Science,Data governance,Data pipelines
Agile,AWS,Azure,Big Data,Business Intelligence,Data analysis,Data pipelines
Agile,Architecture,Banking,Django,Docker,Engineering,FinTech
AWS,Azure,ChatGPT,Classification,Computer Science,Conversational AI,Docker
Airflow,AWS,Big Data,Data pipelines,Data warehouse,Kafka,OLAP
Agile,AWS,Azure,Big Data,Clustering,Computer Science,Data pipelines
AWS,Azure,Business Intelligence,CI/CD,Computer Science,Consulting,Data pipelines
Data Analytics,Python,R,SQL,N/A,N/A,N/A
APIs,Data analysis,Data quality,Economics,Excel,N/A,N/A
Architecture,Data management,Kubeflow,Machine Learning,MLFlow,PyTorch,TensorFlow
Agile,Business Intelligence,Data Analytics,Excel,Finance,Power BI,Tableau
Computer Science,Computer Vision,Data analysis,Data pipelines,Deep Learning,ETL,Machine Learning
Business Intelligence,Computer Science,Data warehouse,ETL,QlikView,Research,SQL
Architecture,Autonomous Driving,Engineering,Machine Learning,Python,Robotics,Testing
Architecture,Classification,Engineering,Linear algebra,Machine Learning,ML models,Privacy
Architecture,Computer Science,Credit risk,E-commerce,Machine Learning,MySQL,NoSQL
Autonomous Driving,Engineering,Machine Learning,Matlab,PhD,Privacy,Python
Business Intelligence,Data Analytics,Data visualization,Data warehouse,Engineering,Finance,KPIs
AWS,Azure,Big Data,Computer Science,Data analysis,Dataflow,Docker
Classification,Computer Vision,EMNLP,ICLR,ICML,Machine Learning,NeurIPS
Airflow,Big Data,Business Analytics,Data Analytics,Data pipelines,Engineering,Pipelines
Architecture,Computer Vision,Deep Learning,Keras,PhD,Pipelines,PyTorch
Architecture,AWS,Azure,Classification,Economics,Engineering,Hadoop
Big Data,Engineering,Spark,SQL,Tableau,N/A,N/A
Airflow,Databricks,Data quality,Economics,Engineering,FiveTran,KPIs
A/B testing,Big Data,Data Analytics,E-commerce,Finance,KPIs,Looker
Architecture,AWS,Computer Science,Distributed Systems,Engineering,Machine Learning,PhD
Autonomous Driving,Caffe,Classification,Computer Science,CUDA,Engineering,Linear algebra
Azure,Big Data,Databricks,Data visualization,Economics,Engineering,Excel
APIs,Big Data,Computer Science,Computer Vision,Docker,Engineering,Feature engineering
Banking,Excel,GCP,Google Cloud,Hadoop,Machine Learning,PySpark
A/B testing,Data analysis,Data governance,Data management,Excel,Finance,KPIs
Architecture,Clustering,Data Analytics,Tableau,N/A,N/A,N/A
Data Analytics,Data governance,Data management,Data Mining,Data quality,Data warehouse,ETL
Airflow,APIs,AWS,Azure,Banking,CI/CD,Data pipelines
Computer Science,Data analysis,EDA,Machine Learning,Mathematics,ML models,Python
Computer Science,Docker,Engineering,GPU,Hadoop,Jupyter,Kubernetes
APIs,Architecture,AWS,Big Data,Data management,Docker,Engineering
Big Data,Data management,PHP,Power BI,Python,Qlik,QlikView
Architecture,AWS,Azure,BigQuery,Data Analytics,Data pipelines,Dataproc
Agile,Ansible,Architecture,AWS,Azure,Big Data,Cassandra
Big Data,Data Analytics,Data governance,Excel,NumPy,Pandas,Python
A/B testing,Agile,Architecture,AWS,CI/CD,Classification,DevOps
Consulting,Machine Learning,ML models,Python,SQL,N/A,N/A
Consulting,Machine Learning,ML models,Python,SQL,N/A,N/A
AWS,Azure,Big Data,Computer Science,Data Analytics,Databricks,Engineering
Agile,Azure,Business Intelligence,Classification,Deep Learning,Engineering,GCP
Big Data,Data Analytics,Machine Learning,N/A,N/A,N/A,N/A
Agile,Architecture,Computer Science,Engineering,Research,N/A,N/A
Agile,Azure,Business Intelligence,ETL,.NET,Prototyping,Research
AWS,Azure,Business Intelligence,ELT,Engineering,ETL,GCP
AWS,Data Analytics,Data quality,Docker,EC2,ECS,Finance
Airflow,AWS,Azure,Computer Vision,Deep Learning,DevOps,Docker
Agile,Anaconda,Ansible,Banking,Big Data,Consulting,Credit risk
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
APIs,Big Data,Computer Science,Computer Vision,Data Analytics,Docker,Engineering
Agile,Architecture,Computer Science,Data analysis,Engineering,Excel,Grafana
Agile,APIs,GCP,Google Cloud,Machine Learning,Prototyping,Python
Data analysis,Excel,Market research,Privacy,Research,N/A,N/A
Computer Science,Deep Learning,Engineering,Linux,Machine Learning,Python,N/A
Big Data,Computer Science,Deep Learning,Engineering,ETL,Machine Learning,ML models
Architecture,Computer Vision,Deep Learning,Keras,PhD,Pipelines,PyTorch
Angular,APIs,Big Data,Computer Science,Elasticsearch,Engineering,Git
Data Studio,Excel,Power BI,Tableau,N/A,N/A,N/A
Architecture,AWS,Azure,Big Data,Cassandra,Consulting,Data Analytics
Consulting,CX,Data Analytics,Engineering,Power BI,Privacy,Python
Agile,Banking,Consulting,Consulting firm,FinTech,Hadoop,Machine Learning
Agile,AWS,Big Data,Data Mining,Data pipelines,Data quality,Distributed Systems
CI/CD,Computer Science,Data quality,Data warehouse,Docker,Engineering,Helm
Business Intelligence,Classification,Computer Science,Computer Vision,Deep Learning,EDA,Genetics
Architecture,Big Data,Business Intelligence,Databricks,Data management,Data warehouse,Data Warehousing
Agile,Azure,Business Intelligence,ETL,Power BI,SQL,N/A
Airflow,Architecture,AWS,Consulting,Engineering,Python,Research
A/B testing,Business Intelligence,Computer Science,Data analysis,Data Analytics,Data visualization,Economics
Architecture,AWS,BigQuery,Classification,GCP,GraphQL,Kafka
APIs,Architecture,AWS,Azure,Big Data,CI/CD,DevOps
Agile,Data Analytics,Data quality,ETL,Excel,Jira,KNIME
Consulting,Machine Learning,ML models,Python,SQL,N/A,N/A
Airflow,AWS,Data pipelines,Data warehouse,Engineering,Looker,Machine Learning
Business Intelligence,Computer Vision,Data analysis,Data visualization,Deep Learning,EDA,Engineering
Data analysis,Data quality,Data visualization,Git,Machine Learning,ML models,Privacy
Agile,Airflow,Athena,AWS,Classification,CX,Data governance
Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science,Databricks
Architecture,AWS,Azure,Big Data,Cassandra,Consulting,Data Analytics
Big Data,Computer Science,Data governance,Data management,Data quality,Mathematics,Privacy
Architecture,Data Analytics,Machine Learning,STEM,N/A,N/A,N/A
Architecture,Banking,Big Data,Consulting,Databricks,Data warehouse,Engineering
APIs,AWS,Azure,Business Intelligence,Databricks,Data governance,Data warehouse
3D Reconstruction,Bayesian,Computer Science,Computer Vision,Deep Learning,Engineering,GPU
Architecture,Data analysis,Data Analytics,Data visualization,ETL,Excel,Informatica
Agile,Computer Science,Data analysis,Engineering,Linux,Mathematics,Python
Data management,Excel,Research,Security,N/A,N/A,N/A
A/B testing,Agile,Angular,APIs,CX,Engineering,JavaScript
Bayesian,Data analysis,Engineering,GitLab,Jira,Mathematics,OOP
AWS,Azure,Computer Science,Economics,Engineering,Finance,GCP
Agile,Architecture,Computer Science,Data analysis,Engineering,Excel,Pipelines
Biochemistry,Chemistry,PhD,R,R&D,Research,Testing
Data quality,Excel,Machine Learning,ML models,Spark,Statistics,N/A
Azure,Big Data,Business Intelligence,Databricks,Power BI,Python,R
APIs,Architecture,Azure,Databricks,Data visualization,DevOps,Git
Agile,AWS,CI/CD,Docker,Engineering,JavaScript,Microservices
APIs,Architecture,Biology,Chemistry,Engineering,Machine Learning,ML models
APIs,AWS,Big Data,Business Intelligence,CI/CD,Data pipelines,Data Warehousing
APIs,Architecture,Athena,AWS,Big Data,Cassandra,Computer Science
Architecture,AWS,BigQuery,Computer Science,Data Mining,Data quality,KNIME
Architecture,Banking,Big Data,Consulting,Databricks,Data warehouse,Engineering
Computer Science,Deep Learning,Engineering,Lidar,Machine Learning,Physics,Pipelines
Architecture,AWS,Banking,Blockchain,Crypto,Distributed Systems,Docker
Architecture,Autonomous Driving,Computer Vision,Engineering,Lidar,Prototyping,R
Databricks,DataOps,Engineering,Mathematics,Privacy,Python,Scala
Airflow,APIs,Big Data,BigQuery,Dataflow,Data pipelines,Docker
AWS,Big Data,Business Intelligence,Computer Science,Data analysis,Data Mining,Data visualization
Chemistry,Engineering,Mathematics,PhD,Research,Robotics,STEM
Business Intelligence,DataOps,E-commerce,Excel,Genetics,N/A,N/A
Agile,Airflow,Big Data,Computer Science,Data Analytics,Data management,Data pipelines
Architecture,Data governance,Data management,DataOps,Data quality,DevOps,Engineering
Azure,Clustering,Computer Science,Data analysis,Data Analytics,Finance,Machine Learning
Agile,Azure,CI/CD,Clustering,Data management,Data Warehousing,Engineering
Agile,AWS,Azure,Business Intelligence,Computer Science,Data Analytics,Data visualization
Architecture,AWS,Big Data,BigQuery,Cassandra,Classification,Computer Science
A/B testing,Big Data,Economics,Engineering,Genetics,Jupyter,Machine Learning
A/B testing,Computer Science,Data analysis,Data quality,Economics,Engineering,Finance
Airflow,APIs,Architecture,AWS,Big Data,Computer Science,Data Analytics
Athena,AWS,Big Data,Business Intelligence,Data analysis,Data Analytics,Engineering
APIs,Engineering,Finance,GCP,Google Cloud,LLMs,Machine Learning
AWS,Azure,Bayesian,Classification,Clustering,Data Mining,Data visualization
Athena,AWS,Azure,Big Data,BigQuery,Business Intelligence,Databricks
Blockchain,Data pipelines,Data quality,Data warehouse,Elasticsearch,Engineering,ETL
AWS,Computer Science,Data Analytics,Machine Learning,Mathematics,ML models,Prototyping
Agile,Architecture,AWS,Azure,Big Data,Bitbucket,Blockchain
Architecture,AWS,Banking,Blockchain,Crypto,Distributed Systems,Docker
Airflow,Architecture,Computer Science,Computer Vision,Data Mining,Deep Learning,Economics
A/B testing,Computer Science,Data visualization,Economics,Engineering,Machine Learning,Mathematics
Computer Science,Data Analytics,Data visualization,Engineering,Excel,SQL,N/A
Computer Science,Consulting,Data management,Data strategy,Engineering,Machine Learning,PhD
Open Source,Python,R,SQL,N/A,N/A,N/A
Agile,APIs,Architecture,AWS,Azure,BigQuery,CI/CD
Airflow,Data Analytics,Data pipelines,Docker,EC2,Engineering,ETL
Business Intelligence,Economics,Excel,Genetics,Market research,Research,N/A
Looker,Machine Learning,Statistics,N/A,N/A,N/A,N/A
Data Analytics,Excel,Power BI,Python,R,SQL,Tableau
Agile,APIs,Architecture,AWS,Business Intelligence,Computer Science,CSV
CX,Engineering,Machine Learning,Mathematics,Python,SQL,Statistics
Computer Science,Data Analytics,Data Mining,Data quality,Power BI,Research,Tableau
Agile,Angular,Kafka,SQL,N/A,N/A,N/A
Big Data,Computer Science,Data visualization,Hadoop,Machine Learning,Mathematics,NoSQL
Architecture,Classification,Computer Science,Data Mining,Deep Learning,Engineering,GitHub
Deep Learning,Git,OOP,Prototyping,Python,PyTorch,Research
APIs,Architecture,Consulting,Data pipelines,Engineering,NoSQL,Pipelines
A/B testing,Airflow,Amplitude,BigQuery,Business Intelligence,Engineering,Genetics
Research,N/A,N/A,N/A,N/A,N/A,N/A
AWS,Azure,Business Analytics,Data pipelines,Data quality,Data warehouse,Distributed Systems
CX,Engineering,Excel,GitHub,R,SQL,Statistics
Engineering,Nonprofit,PhD,Python,R,R&D,Research
Computer Science,Data analysis,Data Analytics,Data visualization,KPIs,Privacy,Python
Classification,Clustering,Computer Science,Data Mining,Data warehouse,Deep Learning,Engineering
A/B testing,Computer Science,Data analysis,Deep Learning,EDA,Genetics,Machine Learning
Bayesian,Big Data,Blockchain,Classification,Clustering,Data Mining,Data visualization
Computer Vision,Data analysis,Data Analytics,Data pipelines,Data visualization,Data Warehousing,Pipelines
Business Intelligence,Data Analytics,Data visualization,Economics,KPIs,NoSQL,Power BI
Architecture,AWS,Big Data,Consulting,Data management,Data Warehousing,ELT
Agile,Architecture,AWS,Data management,Data pipelines,Data strategy,FinTech
Deep Learning,Machine Learning,ML models,MLOps,Python,PyTorch,Terraform
Airflow,Athena,AWS,CI/CD,Crypto,Data pipelines,Data quality
Architecture,Git,Kafka,Machine Learning,MLFlow,NumPy,Pipelines
Deep Learning,Machine Learning,Matplotlib,MongoDB,NumPy,Pandas,Python
Genetics,Machine Learning,Statistical modeling,Statistics,N/A,N/A,N/A
Agile,Architecture,AWS,Banking,Big Data,Blockchain,Business Intelligence
Airflow,BigQuery,Data analysis,Data pipelines,Data quality,Engineering,Machine Learning
Airflow,Architecture,AWS,CI/CD,Data pipelines,Data quality,Docker
Biology,Computer Science,Engineering,Machine Learning,Mathematics,ML models,Statistics
Engineering,Machine Learning,Mathematics,Matlab,PhD,Python,Research
A/B testing,Agile,Architecture,AWS,Computer Science,Data analysis,Data pipelines
Consulting,Consulting firm,Data analysis,Excel,Power BI,Privacy,Travel
Airflow,Amplitude,AWS,Data analysis,Data pipelines,Data quality,Data Studio
Agile,BigQuery,Data analysis,Data Analytics,Data visualization,Data warehouse,GitHub
Agile,Computer Science,Engineering,Machine Learning,N/A,N/A,N/A
Biology,Deep Learning,Genetics,GitHub,Machine Learning,ML models,Model training
A/B testing,BigQuery,Data pipelines,Data visualization,Economics,Engineering,Excel
Data governance,Data management,Data quality,Data strategy,Excel,Finance,Privacy
Agile,Ansible,Computer Science,CUDA,cuDNN,Deep Learning,DevOps
Agile,Business Intelligence,Data analysis,Data Analytics,Data pipelines,Data quality,Data warehouse
A/B testing,Angular,APIs,Architecture,Big Data,BigQuery,Data management
Ansible,Autonomous Driving,AWS,Azure,CI/CD,Computer Science,DevOps
Airflow,Architecture,Big Data,Business Intelligence,Computer Science,DevOps,Engineering
Business Intelligence,Data Analytics,Data management,Engineering,Genetics,MongoDB,Pipelines
AWS,Azure,Business Intelligence,CI/CD,Computer Science,Consulting,Data pipelines
Agile,Deep Learning,Docker,Engineering,ETL,Jupyter,Kubernetes
AWS,Data analysis,Data pipelines,E-commerce,EDA,Engineering,Hadoop
Agile,APIs,Architecture,AWS,Computer Science,Deep Learning,Engineering
AWS,Biology,Data quality,Docker,Drug discovery,Engineering,Machine Learning
Blockchain,Data pipelines,Data quality,Data warehouse,Elasticsearch,Engineering,ETL
BigQuery,Conversational AI,Data visualization,Engineering,Excel,GCP,Google Cloud
Airflow,AWS,CI/CD,Data pipelines,Data quality,Docker,Engineering
Agile,AWS,Azure,Big Data,Causal inference,Consulting,Data pipelines
AWS,Azure,Classification,Computer Science,Databricks,Deep Learning,Engineering
Agile,Architecture,Business Intelligence,Data Analytics,Data Warehousing,Engineering,N/A
Excel,KPIs,Machine Learning,N/A,N/A,N/A,N/A
Computer Science,Deep Learning,Engineering,Machine Learning,NLP,PhD,Python
Airflow,AWS,Azkaban,Big Data,Computer Science,ETL,Hadoop
Architecture,Classification,Computer Science,Computer Vision,Deep Learning,Engineering,Git
Business Intelligence,Classification,Clustering,Computer Science,Excel,Mathematics,SQL
Agile,Airflow,Architecture,AWS,CI/CD,Computer Science,Data governance
APIs,AWS,Computer Science,DynamoDB,Elasticsearch,Engineering,Hadoop
Computer Science,Data analysis,Data Mining,Data quality,Economics,Excel,Jira
Banking,Data analysis,Engineering,Open Source,Privacy,Python,R
Architecture,Big Data,BigQuery,Engineering,FinTech,Hadoop,HBase
AWS,Computer Science,Consulting,Economics,Engineering,Excel,Feature engineering
Architecture,Big Data,Computer Science,Engineering,Machine Learning,ML models,Privacy
Data analysis,Deep Learning,E-commerce,Engineering,GCP,Google Cloud,Kubeflow
Big Data,Data analysis,Data Mining,JavaScript,Mathematics,NoSQL,Power BI
Banking,Blockchain,Business Analytics,Crypto,DataOps,Data pipelines,Engineering
Deep Learning,Machine Learning,Matplotlib,MongoDB,NumPy,Pandas,Python
Agile,Computer Science,Data analysis,Data Analytics,Data visualization,Engineering,Security
Big Data,Power BI,Python,R,SQL,N/A,N/A
Data analysis,Data Analytics,Excel,N/A,N/A,N/A,N/A
Data analysis,Data Analytics,Engineering,Finance,SQL,Statistics,Tableau
AWS,Consulting,Data Warehousing,Engineering,ETL,MS SQL,Oracle
Agile,Airflow,APIs,CI/CD,Computer Science,Data Analytics,Data management
Agile,APIs,Architecture,AWS,Bitbucket,Data analysis,Docker
Computer Science,Data management,Distributed Systems,Engineering,Genetics,MongoDB,Testing
Agile,APIs,Azure,Consulting,Databricks,Data quality,DevOps
Architecture,AWS,Big Data,Data Analytics,Databricks,Data pipelines,Data warehouse
